market,instrument,base_asset,status
binanceaggregate,HBAR-USDC,HBARUSDC,ACTIVE
binanceaggregate,NEIRO-TRY,NEIROTRY,ACTIVE
binanceaggregate,LPT-TRY,LPTTRY,ACTIVE
binanceaggregate,SUN-USDT,SUNUSDT,ACTIVE
binanceaggregate,STRK-FDUSD,STRKFDUSD,ACTIVE
binanceaggregate,POL-TRY,POLTRY,ACTIVE
binanceaggregate,RUNE-FDUSD,RUNEFDUSD,ACTIVE
binanceaggregate,OP-USDT,OPUSDT,ACTIVE
binanceaggregate,DOT-FDUSD,DOTFDUSD,ACTIVE
binanceaggregate,ALPINE-TRY,ALPINETRY,ACTIVE
binanceaggregate,BIO-BNB,BIOBNB,ACTIVE
binanceaggregate,FUN-USDT,FUNUSDT,ACTIVE
binanceaggregate,FET-BRL,FETBRL,ACTIVE
binanceaggregate,IOTX-JPY,IOTXJPY,ACTIVE
binanceaggregate,CFX-USDC,CFXUSDC,ACTIVE
binanceaggregate,STRK-USDT,STRKUSDT,ACTIVE
binanceaggregate,VOXEL-USDT,VOXELUSDT,ACTIVE
binanceaggregate,D-USDT,DUSDT,ACTIVE
binanceaggregate,ICP-TRY,ICPTRY,ACTIVE
binanceaggregate,BNX-TRY,BNXTRY,ACTIVE
binanceaggregate,BEAM-USDT,BEAMXUSDT,ACTIVE
binanceaggregate,ARB-TUSD,ARBTUSD,ACTIVE
binanceaggregate,USUAL-BTC,USUALBTC,ACTIVE
binanceaggregate,ARB-USDT,ARBUSDT,ACTIVE
binanceaggregate,DUSK-USDT,DUSKUSDT,ACTIVE
binanceaggregate,SOL-USDT,SOLUSDT,ACTIVE
binanceaggregate,BTC-FDUSD,BTCFDUSD,ACTIVE
binanceaggregate,OG-BTC,OGBTC,ACTIVE
binanceaggregate,BANANA-FDUSD,BANANAFDUSD,ACTIVE
binanceaggregate,GRT-EUR,GRTEUR,ACTIVE
binanceaggregate,CYBER-BNB,CYBERBNB,ACTIVE
binanceaggregate,STX-BTC,STXBTC,ACTIVE
binanceaggregate,BCH-EUR,BCHEUR,ACTIVE
binanceaggregate,PORTO-TRY,PORTOTRY,ACTIVE
binanceaggregate,XTZ-USDT,XTZUSDT,ACTIVE
binanceaggregate,ARKM-USDC,ARKMUSDC,ACTIVE
binanceaggregate,SUI-BTC,SUIBTC,ACTIVE
binanceaggregate,BABYDOGE-USDC,1MBABYDOGEUSDC,ACTIVE
binanceaggregate,API3-USDT,API3USDT,ACTIVE
binanceaggregate,SAGA-TRY,SAGATRY,ACTIVE
binanceaggregate,HFT-USDT,HFTUSDT,ACTIVE
binanceaggregate,MLN-BTC,MLNBTC,ACTIVE
binanceaggregate,SC-USDT,SCUSDT,ACTIVE
binanceaggregate,USUAL-FDUSD,USUALFDUSD,ACTIVE
binanceaggregate,WBETH-USDT,WBETHUSDT,ACTIVE
binanceaggregate,BEAM-TRY,BEAMXTRY,ACTIVE
binanceaggregate,GMT-USDT,GMTUSDT,ACTIVE
binanceaggregate,NOT-USDT,NOTUSDT,ACTIVE
binanceaggregate,WIF-TRY,WIFTRY,ACTIVE
binanceaggregate,TLM-FDUSD,TLMFDUSD,ACTIVE
binanceaggregate,IDEX-USDC,IDEXUSDC,ACTIVE
binanceaggregate,GAS-TRY,GASTRY,ACTIVE
binanceaggregate,CVC-USDT,CVCUSDT,ACTIVE
binanceaggregate,XAI-BTC,XAIBTC,ACTIVE
binanceaggregate,ELF-ETH,ELFETH,ACTIVE
binanceaggregate,REI-USDT,REIUSDT,ACTIVE
binanceaggregate,DUSK-BTC,DUSKBTC,ACTIVE
binanceaggregate,XTZ-USDC,XTZUSDC,ACTIVE
binanceaggregate,SAND-FDUSD,SANDFDUSD,ACTIVE
binanceaggregate,ORCA-FDUSD,ORCAFDUSD,ACTIVE
binanceaggregate,NFP-BTC,NFPBTC,ACTIVE
binanceaggregate,BLUR-USDC,BLURUSDC,ACTIVE
binanceaggregate,SUN-TRY,SUNTRY,ACTIVE
binanceaggregate,CELR-USDT,CELRUSDT,ACTIVE
binanceaggregate,ETH-EUR,ETHEUR,ACTIVE
binanceaggregate,OP-EUR,OPEUR,ACTIVE
binanceaggregate,BCH-BTC,BCHBTC,ACTIVE
binanceaggregate,VANRY-BTC,VANRYBTC,ACTIVE
binanceaggregate,ALT-USDC,ALTUSDC,ACTIVE
binanceaggregate,METIS-TRY,METISTRY,ACTIVE
binanceaggregate,T-USDT,TUSDT,ACTIVE
binanceaggregate,SUI-TRY,SUITRY,ACTIVE
binanceaggregate,FDUSD-TRY,FDUSDTRY,ACTIVE
binanceaggregate,USUAL-USDC,USUALUSDC,ACTIVE
binanceaggregate,LTC-BTC,LTCBTC,ACTIVE
binanceaggregate,UNI-USDC,UNIUSDC,ACTIVE
binanceaggregate,APT-EUR,APTEUR,ACTIVE
binanceaggregate,ANIME-FDUSD,ANIMEFDUSD,ACTIVE
binanceaggregate,SAND-USDC,SANDUSDC,ACTIVE
binanceaggregate,CYBER-TRY,CYBERTRY,ACTIVE
binanceaggregate,ARKM-TRY,ARKMTRY,ACTIVE
binanceaggregate,TAO-USDT,TAOUSDT,ACTIVE
binanceaggregate,IQ-USDT,IQUSDT,ACTIVE
binanceaggregate,CAT-USDT,1000CATUSDT,ACTIVE
binanceaggregate,PIXEL-USDC,PIXELUSDC,ACTIVE
binanceaggregate,HIVE-FDUSD,HIVEFDUSD,ACTIVE
binanceaggregate,TON-BTC,TONBTC,ACTIVE
binanceaggregate,NTRN-BNB,NTRNBNB,ACTIVE
binanceaggregate,RSR-FDUSD,RSRFDUSD,ACTIVE
binanceaggregate,USDT-MXN,USDTMXN,ACTIVE
binanceaggregate,PENDLE-FDUSD,PENDLEFDUSD,ACTIVE
binanceaggregate,BADGER-USDT,BADGERUSDT,ACTIVE
binanceaggregate,WAXP-USDT,WAXPUSDT,ACTIVE
binanceaggregate,ALGO-USDC,ALGOUSDC,ACTIVE
binanceaggregate,SAGA-USDT,SAGAUSDT,ACTIVE
binanceaggregate,CELO-BTC,CELOBTC,ACTIVE
binanceaggregate,POLYX-TRY,POLYXTRY,ACTIVE
binanceaggregate,QNT-BTC,QNTBTC,ACTIVE
binanceaggregate,THE-TRY,THETRY,ACTIVE
binanceaggregate,DGB-USDT,DGBUSDT,ACTIVE
binanceaggregate,ATM-TRY,ATMTRY,ACTIVE
binanceaggregate,DYDX-USDT,DYDXUSDT,ACTIVE
binanceaggregate,ALPACA-USDT,ALPACAUSDT,ACTIVE
binanceaggregate,SOLV-TRY,SOLVTRY,ACTIVE
binanceaggregate,ARK-USDT,ARKUSDT,ACTIVE
binanceaggregate,STRAX-TRY,STRAXTRY,ACTIVE
binanceaggregate,COTI-BTC,COTIBTC,ACTIVE
binanceaggregate,GALA-USDC,GALAUSDC,ACTIVE
binanceaggregate,FIL-ETH,FILETH,ACTIVE
binanceaggregate,TWT-TRY,TWTTRY,ACTIVE
binanceaggregate,AI-FDUSD,AIFDUSD,ACTIVE
binanceaggregate,AR-TRY,ARTRY,ACTIVE
binanceaggregate,SUI-USDC,SUIUSDC,ACTIVE
binanceaggregate,INJ-ETH,INJETH,ACTIVE
binanceaggregate,ID-USDT,IDUSDT,ACTIVE
binanceaggregate,SCROLL-BTC,SCRBTC,ACTIVE
binanceaggregate,DOGS-USDT,DOGSUSDT,ACTIVE
binanceaggregate,HIVE-TRY,HIVETRY,ACTIVE
binanceaggregate,SLP-ETH,SLPETH,ACTIVE
binanceaggregate,SSV-USDT,SSVUSDT,ACTIVE
binanceaggregate,ID-BTC,IDBTC,ACTIVE
binanceaggregate,SOL-JPY,SOLJPY,ACTIVE
binanceaggregate,SSV-ETH,SSVETH,ACTIVE
binanceaggregate,OMNI-USDT,OMNIUSDT,ACTIVE
binanceaggregate,STEEM-USDT,STEEMUSDT,ACTIVE
binanceaggregate,AR-BTC,ARBTC,ACTIVE
binanceaggregate,BERA-BNB,BERABNB,ACTIVE
binanceaggregate,GRT-ETH,GRTETH,ACTIVE
binanceaggregate,VITE-USDT,VITEUSDT,ACTIVE
binanceaggregate,AAVE-TRY,AAVETRY,ACTIVE
binanceaggregate,MEME-TRY,MEMETRY,ACTIVE
binanceaggregate,BIO-TRY,BIOTRY,ACTIVE
binanceaggregate,FLM-BTC,FLMBTC,ACTIVE
binanceaggregate,ATOM-FDUSD,ATOMFDUSD,ACTIVE
binanceaggregate,SOLV-FDUSD,SOLVFDUSD,ACTIVE
binanceaggregate,HBAR-BNB,HBARBNB,ACTIVE
binanceaggregate,NANO-BTC,XNOBTC,ACTIVE
binanceaggregate,MOVE-BTC,MOVEBTC,ACTIVE
binanceaggregate,JST-BTC,JSTBTC,ACTIVE
binanceaggregate,OP-USDC,OPUSDC,ACTIVE
binanceaggregate,AXS-BNB,AXSBNB,ACTIVE
binanceaggregate,THETA-FDUSD,THETAFDUSD,ACTIVE
binanceaggregate,ANKR-BTC,ANKRBTC,ACTIVE
binanceaggregate,SEI-USDC,SEIUSDC,ACTIVE
binanceaggregate,AMB-USDT,AMBUSDT,ACTIVE
binanceaggregate,BEL-USDT,BELUSDT,ACTIVE
binanceaggregate,KAIA-USDC,KAIAUSDC,ACTIVE
binanceaggregate,USDC-PLN,USDCPLN,ACTIVE
binanceaggregate,ETH-BTC,ETHBTC,ACTIVE
binanceaggregate,SEI-USDT,SEIUSDT,ACTIVE
binanceaggregate,USDT-ARS,USDTARS,ACTIVE
binanceaggregate,NTRN-TRY,NTRNTRY,ACTIVE
binanceaggregate,BANANA-BTC,BANANABTC,ACTIVE
binanceaggregate,PIXEL-TRY,PIXELTRY,ACTIVE
binanceaggregate,KSM-TRY,KSMTRY,ACTIVE
binanceaggregate,MOVE-USDT,MOVEUSDT,ACTIVE
binanceaggregate,BAKE-TRY,BAKETRY,ACTIVE
binanceaggregate,HIGH-TRY,HIGHTRY,ACTIVE
binanceaggregate,RUNE-USDC,RUNEUSDC,ACTIVE
binanceaggregate,YFI-BTC,YFIBTC,ACTIVE
binanceaggregate,CHZ-USDC,CHZUSDC,ACTIVE
binanceaggregate,VIDT-USDT,VIDTUSDT,ACTIVE
binanceaggregate,EGLD-ETH,EGLDETH,ACTIVE
binanceaggregate,PNUT-BRL,PNUTBRL,ACTIVE
binanceaggregate,TRU-TRY,TRUTRY,ACTIVE
binanceaggregate,USDT-TRY,USDTTRY,ACTIVE
binanceaggregate,AVAX-USDT,AVAXUSDT,ACTIVE
binanceaggregate,ETC-FDUSD,ETCFDUSD,ACTIVE
binanceaggregate,POL-USDC,POLUSDC,ACTIVE
binanceaggregate,ORCA-USDC,ORCAUSDC,ACTIVE
binanceaggregate,LINK-FDUSD,LINKFDUSD,ACTIVE
binanceaggregate,MAV-TRY,MAVTRY,ACTIVE
binanceaggregate,EGLD-TRY,EGLDTRY,ACTIVE
binanceaggregate,TAO-FDUSD,TAOFDUSD,ACTIVE
binanceaggregate,TAO-BTC,TAOBTC,ACTIVE
binanceaggregate,ARDR-BTC,ARDRBTC,ACTIVE
binanceaggregate,ZRO-FDUSD,ZROFDUSD,ACTIVE
binanceaggregate,BB-BTC,BBBTC,ACTIVE
binanceaggregate,PEPE-USDC,PEPEUSDC,ACTIVE
binanceaggregate,RARE-TRY,RARETRY,ACTIVE
binanceaggregate,OSMO-USDT,OSMOUSDT,ACTIVE
binanceaggregate,ARB-ETH,ARBETH,ACTIVE
binanceaggregate,DYDX-USDC,DYDXUSDC,ACTIVE
binanceaggregate,BOME-USDC,BOMEUSDC,ACTIVE
binanceaggregate,CATI-TRY,CATITRY,ACTIVE
binanceaggregate,VANA-TRY,VANATRY,ACTIVE
binanceaggregate,PENGU-TRY,PENGUTRY,ACTIVE
binanceaggregate,BLUR-BTC,BLURBTC,ACTIVE
binanceaggregate,COW-USDC,COWUSDC,ACTIVE
binanceaggregate,COTI-TRY,COTITRY,ACTIVE
binanceaggregate,REZ-BTC,REZBTC,ACTIVE
binanceaggregate,ORDI-FDUSD,ORDIFDUSD,ACTIVE
binanceaggregate,CAT-BNB,1000CATBNB,ACTIVE
binanceaggregate,SKL-TRY,SKLTRY,ACTIVE
binanceaggregate,CATI-USDC,CATIUSDC,ACTIVE
binanceaggregate,STX-TRY,STXTRY,ACTIVE
binanceaggregate,SAGA-BTC,SAGABTC,ACTIVE
binanceaggregate,ENA-USDT,ENAUSDT,ACTIVE
binanceaggregate,PENDLE-BTC,PENDLEBTC,ACTIVE
binanceaggregate,ZRO-TRY,ZROTRY,ACTIVE
binanceaggregate,SUI-BNB,SUIBNB,ACTIVE
binanceaggregate,SEI-JPY,SEIJPY,ACTIVE
binanceaggregate,BABYDOGE-USDT,1MBABYDOGEUSDT,ACTIVE
binanceaggregate,LAZIO-TRY,LAZIOTRY,ACTIVE
binanceaggregate,MANTA-FDUSD,MANTAFDUSD,ACTIVE
binanceaggregate,ZK-BTC,ZKBTC,ACTIVE
binanceaggregate,SLF-BTC,SLFBTC,ACTIVE
binanceaggregate,PIVX-USDT,PIVXUSDT,ACTIVE
binanceaggregate,RLC-ETH,RLCETH,ACTIVE
binanceaggregate,S-USDT,SUSDT,ACTIVE
binanceaggregate,DYM-TRY,DYMTRY,ACTIVE
binanceaggregate,TRUMP-USDC,TRUMPUSDC,ACTIVE
binanceaggregate,ME-USDT,MEUSDT,ACTIVE
binanceaggregate,HMSTR-FDUSD,HMSTRFDUSD,ACTIVE
binanceaggregate,GALA-BNB,GALABNB,ACTIVE
binanceaggregate,PAXG-TRY,PAXGTRY,ACTIVE
binanceaggregate,FET-USDC,FETUSDC,ACTIVE
binanceaggregate,ARB-BTC,ARBBTC,ACTIVE
binanceaggregate,OMNI-USDC,OMNIUSDC,ACTIVE
binanceaggregate,AVAX-TRY,AVAXTRY,ACTIVE
binanceaggregate,XVS-TRY,XVSTRY,ACTIVE
binanceaggregate,QTUM-TRY,QTUMTRY,ACTIVE
binanceaggregate,USTC-FDUSD,USTCFDUSD,ACTIVE
binanceaggregate,TURBO-FDUSD,TURBOFDUSD,ACTIVE
binanceaggregate,NOT-USDC,NOTUSDC,ACTIVE
binanceaggregate,GRT-USDT,GRTUSDT,ACTIVE
binanceaggregate,DOGE-BRL,DOGEBRL,ACTIVE
binanceaggregate,IOST-USDT,IOSTUSDT,ACTIVE
binanceaggregate,MBL-USDT,MBLUSDT,ACTIVE
binanceaggregate,SAGA-FDUSD,SAGAFDUSD,ACTIVE
binanceaggregate,NKN-BTC,NKNBTC,ACTIVE
binanceaggregate,PEOPLE-BTC,PEOPLEBTC,ACTIVE
binanceaggregate,ONGAS-USDT,ONGUSDT,ACTIVE
binanceaggregate,ATM-USDT,ATMUSDT,ACTIVE
binanceaggregate,VANA-USDT,VANAUSDT,ACTIVE
binanceaggregate,RIF-USDT,RIFUSDT,ACTIVE
binanceaggregate,STRK-TRY,STRKTRY,ACTIVE
binanceaggregate,EOS-FDUSD,EOSFDUSD,ACTIVE
binanceaggregate,POL-JPY,POLJPY,ACTIVE
binanceaggregate,AR-USDT,ARUSDT,ACTIVE
binanceaggregate,KDA-USDT,KDAUSDT,ACTIVE
binanceaggregate,XAI-USDT,XAIUSDT,ACTIVE
binanceaggregate,DOGE-FDUSD,DOGEFDUSD,ACTIVE
binanceaggregate,TROY-USDC,TROYUSDC,ACTIVE
binanceaggregate,RAY-TRY,RAYTRY,ACTIVE
binanceaggregate,PSG-TRY,PSGTRY,ACTIVE
binanceaggregate,BTC-RON,BTCRON,ACTIVE
binanceaggregate,DOGE-JPY,DOGEJPY,ACTIVE
binanceaggregate,ACA-TRY,ACATRY,ACTIVE
binanceaggregate,ALPHA-BTC,ALPHABTC,ACTIVE
binanceaggregate,DYDX-TRY,DYDXTRY,ACTIVE
binanceaggregate,ACE-TRY,ACETRY,ACTIVE
binanceaggregate,BTC-USDC,BTCUSDC,ACTIVE
binanceaggregate,WIF-USDT,WIFUSDT,ACTIVE
binanceaggregate,SLP-TRY,SLPTRY,ACTIVE
binanceaggregate,SHIB-BRL,SHIBBRL,ACTIVE
binanceaggregate,ZEC-BTC,ZECBTC,ACTIVE
binanceaggregate,BNB-TUSD,BNBTUSD,ACTIVE
binanceaggregate,BOME-FDUSD,BOMEFDUSD,ACTIVE
binanceaggregate,STX-FDUSD,STXFDUSD,ACTIVE
binanceaggregate,BB-FDUSD,BBFDUSD,ACTIVE
binanceaggregate,NEO-USDC,NEOUSDC,ACTIVE
binanceaggregate,USDC-USDT,USDCUSDT,ACTIVE
binanceaggregate,RAY-BNB,RAYBNB,ACTIVE
binanceaggregate,OMNI-BTC,OMNIBTC,ACTIVE
binanceaggregate,SAND-BTC,SANDBTC,ACTIVE
binanceaggregate,COS-USDT,COSUSDT,ACTIVE
binanceaggregate,AEUR-USDT,AEURUSDT,ACTIVE
binanceaggregate,CHR-USDT,CHRUSDT,ACTIVE
binanceaggregate,DATA-BTC,DATABTC,ACTIVE
binanceaggregate,USUAL-USDT,USUALUSDT,ACTIVE
binanceaggregate,GRT-FDUSD,GRTFDUSD,ACTIVE
binanceaggregate,DAI-USDT,USDTDAI,ACTIVE
binanceaggregate,CFX-USDT,CFXUSDT,ACTIVE
binanceaggregate,ETH-USDC,ETHUSDC,ACTIVE
binanceaggregate,W-USDT,WUSDT,ACTIVE
binanceaggregate,CATI-USDT,CATIUSDT,ACTIVE
binanceaggregate,RSR-TRY,RSRTRY,ACTIVE
binanceaggregate,COW-USDT,COWUSDT,ACTIVE
binanceaggregate,DYM-USDT,DYMUSDT,ACTIVE
binanceaggregate,JUV-USDT,JUVUSDT,ACTIVE
binanceaggregate,AERGO-USDT,AERGOUSDT,ACTIVE
binanceaggregate,CETUS-TRY,CETUSTRY,ACTIVE
binanceaggregate,PORTAL-FDUSD,PORTALFDUSD,ACTIVE
binanceaggregate,PDA-USDT,PDAUSDT,ACTIVE
binanceaggregate,JTO-USDT,JTOUSDT,ACTIVE
binanceaggregate,LUNA-USDT,LUNAUSDT,ACTIVE
binanceaggregate,STRK-USDC,STRKUSDC,ACTIVE
binanceaggregate,TRUMP-USDT,TRUMPUSDT,ACTIVE
binanceaggregate,CVX-USDT,CVXUSDT,ACTIVE
binanceaggregate,DYDX-FDUSD,DYDXFDUSD,ACTIVE
binanceaggregate,S-BNB,SBNB,ACTIVE
binanceaggregate,ARKM-BTC,ARKMBTC,ACTIVE
binanceaggregate,ID-TRY,IDTRY,ACTIVE
binanceaggregate,CITY-TRY,CITYTRY,ACTIVE
binanceaggregate,OXT-USDT,OXTUSDT,ACTIVE
binanceaggregate,INJ-FDUSD,INJFDUSD,ACTIVE
binanceaggregate,THE-FDUSD,THEFDUSD,ACTIVE
binanceaggregate,BOME-TRY,BOMETRY,ACTIVE
binanceaggregate,SLF-USDC,SLFUSDC,ACTIVE
binanceaggregate,ANIME-BNB,ANIMEBNB,ACTIVE
binanceaggregate,THE-BTC,THEBTC,ACTIVE
binanceaggregate,ONT-USDC,ONTUSDC,ACTIVE
binanceaggregate,AAVE-USDT,AAVEUSDT,ACTIVE
binanceaggregate,FTT-USDT,FTTUSDT,ACTIVE
binanceaggregate,EURI-ETH,ETHEURI,ACTIVE
binanceaggregate,POL-ETH,POLETH,ACTIVE
binanceaggregate,GMX-USDT,GMXUSDT,ACTIVE
binanceaggregate,SUI-EUR,SUIEUR,ACTIVE
binanceaggregate,G-USDT,GUSDT,ACTIVE
binanceaggregate,MOVE-BNB,MOVEBNB,ACTIVE
binanceaggregate,OP-FDUSD,OPFDUSD,ACTIVE
binanceaggregate,PENGU-BNB,PENGUBNB,ACTIVE
binanceaggregate,OG-TRY,OGTRY,ACTIVE
binanceaggregate,HARD-USDT,HARDUSDT,ACTIVE
binanceaggregate,CAT-FDUSD,1000CATFDUSD,ACTIVE
binanceaggregate,ZK-USDC,ZKUSDC,ACTIVE
binanceaggregate,ALT-BTC,ALTBTC,ACTIVE
binanceaggregate,ENA-USDC,ENAUSDC,ACTIVE
binanceaggregate,GAS-BTC,GASBTC,ACTIVE
binanceaggregate,DOT-USDT,DOTUSDT,ACTIVE
binanceaggregate,PEOPLE-FDUSD,PEOPLEFDUSD,ACTIVE
binanceaggregate,XRP-USDC,XRPUSDC,ACTIVE
binanceaggregate,LDO-USDC,LDOUSDC,ACTIVE
binanceaggregate,THETA-TRY,THETATRY,ACTIVE
binanceaggregate,LTC-TRY,LTCTRY,ACTIVE
binanceaggregate,RONIN-TRY,RONINTRY,ACTIVE
binanceaggregate,NEAR-USDC,NEARUSDC,ACTIVE
binanceaggregate,WAN-BTC,WANBTC,ACTIVE
binanceaggregate,SHIB-FDUSD,SHIBFDUSD,ACTIVE
binanceaggregate,USDP-USDT,USDPUSDT,ACTIVE
binanceaggregate,CELO-TRY,CELOTRY,ACTIVE
binanceaggregate,FIL-USDC,FILUSDC,ACTIVE
binanceaggregate,SAGA-BNB,SAGABNB,ACTIVE
binanceaggregate,XLM-ETH,XLMETH,ACTIVE
binanceaggregate,LINK-EUR,LINKEUR,ACTIVE
binanceaggregate,BLUR-USDT,BLURUSDT,ACTIVE
binanceaggregate,MINA-BTC,MINABTC,ACTIVE
binanceaggregate,XRP-TUSD,XRPTUSD,ACTIVE
binanceaggregate,INJ-BNB,INJBNB,ACTIVE
binanceaggregate,BANANA-USDT,BANANAUSDT,ACTIVE
binanceaggregate,KAVA-USDT,KAVAUSDT,ACTIVE
binanceaggregate,TRUMP-TRY,TRUMPTRY,ACTIVE
binanceaggregate,OM-TRY,OMTRY,ACTIVE
binanceaggregate,CELR-BTC,CELRBTC,ACTIVE
binanceaggregate,ROSE-BTC,ROSEBTC,ACTIVE
binanceaggregate,PENGU-USDC,PENGUUSDC,ACTIVE
binanceaggregate,FIL-FDUSD,FILFDUSD,ACTIVE
binanceaggregate,LUNC-USDT,LUNCUSDT,ACTIVE
binanceaggregate,API3-BTC,API3BTC,ACTIVE
binanceaggregate,NEO-BTC,NEOBTC,ACTIVE
binanceaggregate,LTC-FDUSD,LTCFDUSD,ACTIVE
binanceaggregate,THE-BNB,THEBNB,ACTIVE
binanceaggregate,ADX-ETH,ADXETH,ACTIVE
binanceaggregate,PNUT-TRY,PNUTTRY,ACTIVE
binanceaggregate,COMBO-TRY,COMBOTRY,ACTIVE
binanceaggregate,ARKM-USDT,ARKMUSDT,ACTIVE
binanceaggregate,SNX-TRY,SNXTRY,ACTIVE
binanceaggregate,PYTH-BTC,PYTHBTC,ACTIVE
binanceaggregate,LOKA-USDT,LOKAUSDT,ACTIVE
binanceaggregate,NEXO-BTC,NEXOBTC,ACTIVE
binanceaggregate,GTC-USDT,GTCUSDT,ACTIVE
binanceaggregate,ETH-ZAR,ETHZAR,ACTIVE
binanceaggregate,APT-BTC,APTBTC,ACTIVE
binanceaggregate,AR-FDUSD,ARFDUSD,ACTIVE
binanceaggregate,HOT-TRY,HOTTRY,ACTIVE
binanceaggregate,PYR-USDT,PYRUSDT,ACTIVE
binanceaggregate,PENDLE-TRY,PENDLETRY,ACTIVE
binanceaggregate,UNI-FDUSD,UNIFDUSD,ACTIVE
binanceaggregate,SEI-BNB,SEIBNB,ACTIVE
binanceaggregate,TON-USDT,TONUSDT,ACTIVE
binanceaggregate,WLD-EUR,WLDEUR,ACTIVE
binanceaggregate,RAY-USDC,RAYUSDC,ACTIVE
binanceaggregate,APT-USDT,APTUSDT,ACTIVE
binanceaggregate,1000SATS-FDUSD,1000SATSFDUSD,ACTIVE
binanceaggregate,BIO-USDT,BIOUSDT,ACTIVE
binanceaggregate,SUI-JPY,SUIJPY,ACTIVE
binanceaggregate,DOGE-USDC,DOGEUSDC,ACTIVE
binanceaggregate,ADA-FDUSD,ADAFDUSD,ACTIVE
binanceaggregate,LUMIA-USDT,LUMIAUSDT,ACTIVE
binanceaggregate,XLM-TRY,XLMTRY,ACTIVE
binanceaggregate,RARE-USDC,RAREUSDC,ACTIVE
binanceaggregate,WLD-TRY,WLDTRY,ACTIVE
binanceaggregate,ARB-TRY,ARBTRY,ACTIVE
binanceaggregate,MEME-FDUSD,MEMEFDUSD,ACTIVE
binanceaggregate,AR-USDC,ARUSDC,ACTIVE
binanceaggregate,CGPT-USDT,CGPTUSDT,ACTIVE
binanceaggregate,BTC-ARS,BTCARS,ACTIVE
binanceaggregate,RONIN-USDT,RONINUSDT,ACTIVE
binanceaggregate,ETH-JPY,ETHJPY,ACTIVE
binanceaggregate,HIVE-BTC,HIVEBTC,ACTIVE
binanceaggregate,EIGEN-FDUSD,EIGENFDUSD,ACTIVE
binanceaggregate,TON-USDC,TONUSDC,ACTIVE
binanceaggregate,HIVE-USDT,HIVEUSDT,ACTIVE
binanceaggregate,JUP-FDUSD,JUPFDUSD,ACTIVE
binanceaggregate,GAS-USDT,GASUSDT,ACTIVE
binanceaggregate,BIO-FDUSD,BIOFDUSD,ACTIVE
binanceaggregate,VIC-BTC,VICBTC,ACTIVE
binanceaggregate,ENS-BTC,ENSBTC,ACTIVE
binanceaggregate,STRAX-USDT,STRAXUSDT,ACTIVE
binanceaggregate,PYTH-TRY,PYTHTRY,ACTIVE
binanceaggregate,QKC-USDT,QKCUSDT,ACTIVE
binanceaggregate,IO-USDC,IOUSDC,ACTIVE
binanceaggregate,NEAR-BRL,NEARBRL,ACTIVE
binanceaggregate,OXT-BTC,OXTBTC,ACTIVE
binanceaggregate,LUMIA-TRY,LUMIATRY,ACTIVE
binanceaggregate,LISTA-TRY,LISTATRY,ACTIVE
binanceaggregate,LINK-USDC,LINKUSDC,ACTIVE
binanceaggregate,CAT-TRY,1000CATTRY,ACTIVE
binanceaggregate,SOL-USDC,SOLUSDC,ACTIVE
binanceaggregate,EURI-USDT,EURIUSDT,ACTIVE
binanceaggregate,APT-ETH,APTETH,ACTIVE
binanceaggregate,S-BTC,SBTC,ACTIVE
binanceaggregate,MOVE-FDUSD,MOVEFDUSD,ACTIVE
binanceaggregate,MAV-USDT,MAVUSDT,ACTIVE
binanceaggregate,NEAR-JPY,NEARJPY,ACTIVE
binanceaggregate,BTC-MXN,BTCMXN,ACTIVE
binanceaggregate,BNB-JPY,BNBJPY,ACTIVE
binanceaggregate,LTC-USDC,LTCUSDC,ACTIVE
binanceaggregate,NOT-EUR,NOTEUR,ACTIVE
binanceaggregate,ENA-BTC,ENABTC,ACTIVE
binanceaggregate,FLOKI-TRY,FLOKITRY,ACTIVE
binanceaggregate,PENDLE-USDT,PENDLEUSDT,ACTIVE
binanceaggregate,BABYDOGE-FDUSD,1MBABYDOGEFDUSD,ACTIVE
binanceaggregate,APT-USDC,APTUSDC,ACTIVE
binanceaggregate,ETHFI-USDT,ETHFIUSDT,ACTIVE
binanceaggregate,AUCTION-FDUSD,AUCTIONFDUSD,ACTIVE
binanceaggregate,XVS-BTC,XVSBTC,ACTIVE
binanceaggregate,ALT-BNB,ALTBNB,ACTIVE
binanceaggregate,USDT-ZAR,USDTZAR,ACTIVE
binanceaggregate,POL-FDUSD,POLFDUSD,ACTIVE
binanceaggregate,SUI-FDUSD,SUIFDUSD,ACTIVE
binanceaggregate,BERA-BTC,BERABTC,ACTIVE
binanceaggregate,SHIB-JPY,SHIBJPY,ACTIVE
binanceaggregate,AUDIO-BTC,AUDIOBTC,ACTIVE
binanceaggregate,AXS-BTC,AXSBTC,ACTIVE
binanceaggregate,S-TRY,STRY,ACTIVE
binanceaggregate,TNSR-USDC,TNSRUSDC,ACTIVE
binanceaggregate,YGG-TRY,YGGTRY,ACTIVE
binanceaggregate,POLYX-USDT,POLYXUSDT,ACTIVE
binanceaggregate,TIA-TRY,TIATRY,ACTIVE
binanceaggregate,SOL-BTC,SOLBTC,ACTIVE
binanceaggregate,ORCA-TRY,ORCATRY,ACTIVE
binanceaggregate,BNB-UAH,BNBUAH,ACTIVE
binanceaggregate,SHIB-USDC,SHIBUSDC,ACTIVE
binanceaggregate,PNUT-EUR,PNUTEUR,ACTIVE
